1,-1,中华人民共和国,
41,1,河南省,
4103,41,洛阳市,
410323,4103,新安县,
41032301,410323,铁门镇,
41032302,410323,磁涧镇,
41032303,410323,石井镇,
41032304,410323,洛阳市洛新产业集聚区,
41032305,410323,城关镇,
41032306,410323,南李村镇,
41032307,410323,五头镇,
41032308,410323,仓头镇,
41032309,410323,石寺镇,
41032310,410323,青要山镇,
41032311,410323,北冶镇,
41032312,410323,正村镇,
410324,4103,栾川县,
41032401,410324,石庙镇,
41032402,410324,三川镇,
41032403,410324,赤土店镇,
41032404,410324,秋扒乡,
41032405,410324,冷水镇,
41032406,410324,潭头镇,
41032407,410324,陶湾镇,
41032408,410324,狮子庙镇,
41032409,410324,合峪镇,
41032410,410324,白土镇,
41032411,410324,庙子镇,
41032412,410324,叫河镇,
41032413,410324,栾川乡,
41032414,410324,城关镇,
410326,4103,汝阳县,
41032601,410326,靳村乡,
41032602,410326,柏树乡,
41032603,410326,城关镇,
41032604,410326,十八盘乡,
41032605,410326,上店镇,
41032606,410326,大安工业园区,
41032607,410326,小店镇,
41032608,410326,陶营镇,
41032609,410326,三屯镇,
41032610,410326,蔡店乡,
41032611,410326,付店镇,
41032612,410326,刘店镇,
41032613,410326,内埠镇,
41032614,410326,王坪乡,
410329,4103,伊川县,
41032901,410329,平等乡,
41032902,410329,半坡镇,
41032903,410329,江左镇,
41032904,410329,城关镇,
41032905,410329,鸣皋镇,
41032906,410329,酒后镇,
41032907,410329,高山镇,
41032908,410329,白沙镇,
41032909,410329,白元镇,
41032910,410329,吕店镇,
41032911,410329,水寨镇,
41032912,410329,彭婆镇,
41032913,410329,鸦岭镇,
41032914,410329,葛寨镇,
410306,4103,吉利区,
41030601,410306,河阳街道,
41030602,410306,西霞院街道,
41030603,410306,康乐街道,
41030604,410306,吉利街道,
410327,4103,宜阳县,
41032701,410327,三乡镇,
41032702,410327,香鹿山镇,
41032703,410327,盐镇乡,
41032704,410327,柳泉镇,
41032705,410327,赵保镇,
41032706,410327,韩城镇,
41032707,410327,董王庄乡,
41032708,410327,锦屏镇,
41032709,410327,花果山乡,
41032710,410327,白杨镇,
41032711,410327,上观乡,
41032712,410327,莲庄镇,
41032713,410327,高村镇,
41032714,410327,张坞镇,
41032715,410327,樊村镇,
41032716,410327,城关镇,
410328,4103,洛宁县,
41032801,410328,兴华镇,
41032802,410328,马店镇,
41032803,410328,城郊乡,
41032804,410328,河底镇,
41032805,410328,涧口乡,
41032806,410328,下峪镇,
41032807,410328,西山底镇,
41032808,410328,小界乡,
41032809,410328,东宋镇,
41032810,410328,故县镇,
41032811,410328,陈吴乡,
41032812,410328,长水镇,
41032813,410328,城关镇,
41032814,410328,罗岭乡,
41032815,410328,底张乡,
41032816,410328,赵村镇,
41032817,410328,上戈镇,
41032818,410328,王范回族镇,
410381,4103,偃师市,
41038101,410381,顾县镇,
41038102,410381,大口镇,
41038103,410381,府店镇,
41038104,410381,翟镇,
41038105,410381,缑氏镇,
41038106,410381,山化镇,
41038107,410381,高龙镇,
41038108,410381,槐新街道,
41038109,410381,商城街道,
41038110,410381,伊洛街道,
41038111,410381,岳滩镇,
41038112,410381,邙岭镇,
41038113,410381,首阳山街道,
410304,4103,瀍河回族区,
41030401,410304,瀍河回族乡,
41030402,410304,瀍西街道,
41030403,410304,华林新村街道,
41030404,410304,东关街道,
41030405,410304,五股路街道,
41030406,410304,北窑街道,
41030407,410304,杨文街道,
41030408,410304,塔湾街道,
410303,4103,西工区,
41030301,410303,金谷园街道,
41030302,410303,洛北街道,
41030303,410303,汉屯路街道,
41030304,410303,凯旋东路街道,
41030305,410303,红山街道,
41030306,410303,邙岭路街道,
41030307,410303,唐宫路街道,
41030308,410303,西工街道,
41030309,410303,王城路街道,
410302,4103,老城区,
41030201,410302,西北隅街道,
41030202,410302,南关街道,
41030203,410302,西南隅街道,
41030204,410302,西关街道,
41030205,410302,邙山街道,
41030206,410302,东南隅街道,
41030207,410302,道北路街道,
41030208,410302,洛浦街道,
41030209,410302,东北隅街道,
410325,4103,嵩县,
41032501,410325,白河镇,
41032502,410325,大章镇,
41032503,410325,城关镇,
41032504,410325,饭坡镇,
41032505,410325,旧县镇,
41032506,410325,库区乡,
41032507,410325,大坪乡,
41032508,410325,木植街乡,
41032509,410325,田湖镇,
41032510,410325,黄庄乡,
41032511,410325,何村乡,
41032512,410325,纸房镇,
41032513,410325,德亭镇,
41032514,410325,王莽寨林场,
41032515,410325,车村镇,
41032516,410325,九皋镇,
41032517,410325,闫庄镇,
41032518,410325,五马寺林场,
41032519,410325,陶村林场,
410322,4103,孟津县,
41032201,410322,朝阳镇,
41032202,410322,麻屯镇,
41032203,410322,城关镇,
41032204,410322,常袋镇,
41032205,410322,横水镇,
41032206,410322,白鹤镇,
41032207,410322,小浪底镇,
41032208,410322,会盟镇,
41032209,410322,平乐镇,
41032210,410322,送庄镇,
410305,4103,涧西区,
41030501,410305,南昌路街道,
41030502,410305,天津路街道,
41030503,410305,徐家营街道,
41030504,410305,辛店街道,
41030505,410305,周山路街道,
41030506,410305,长安路街道,
41030507,410305,湖北路街道,
41030508,410305,珠江路街道,
41030509,410305,武汉路街道,
41030510,410305,工农街道,
41030511,410305,郑州路街道,
41030512,410305,长春路街道,
41030513,410305,瀛洲街道,
41030514,410305,重庆路街道,
410311,4103,洛龙区,
41031101,410311,古城街道,
41031102,410311,龙门石窟街道,
41031103,410311,科技园街道,
41031104,410311,开元路街道,
41031105,410311,诸葛镇,
41031106,410311,关林街道,
41031107,410311,龙门镇,
41031108,410311,李村镇,
41031109,410311,佃庄镇,
41031110,410311,寇店镇,
41031111,410311,庞村镇,
41031112,410311,太康东路街道,
41031113,410311,李楼镇,
41031114,410311,白马寺镇,
41031115,410311,丰李镇,
41031116,410311,定鼎门街道,
41031117,410311,安乐镇,
4112,41,三门峡市,
411224,4112,卢氏县,
41122401,411224,朱阳关镇,
41122402,411224,杜关镇,
41122403,411224,东明镇,
41122404,411224,潘河乡,
41122405,411224,木桐乡,
41122406,411224,双槐树乡,
41122407,411224,文峪乡,
41122408,411224,城关镇,
41122409,411224,官道口镇,
41122410,411224,范里镇,
41122411,411224,横涧乡,
41122412,411224,双龙湾镇,
41122413,411224,瓦窑沟乡,
41122414,411224,狮子坪乡,
41122415,411224,徐家湾乡,
41122416,411224,汤河乡,
41122417,411224,沙河乡,
41122418,411224,官坡镇,
41122419,411224,五里川镇,
411281,4112,义马市,
41128101,411281,新义街街道,
41128102,411281,朝阳路街道,
41128103,411281,常村路街道,
41128104,411281,东区街道,
41128105,411281,千秋路街道,
41128106,411281,泰山路街道,
41128107,411281,新区街道,
411202,4112,湖滨区,
41120201,411202,会兴街道,
41120202,411202,交口乡,
41120203,411202,涧河街道,
41120204,411202,崖底街道,
41120205,411202,高庙乡,
41120206,411202,前进街道,
41120207,411202,车站街道,
41120208,411202,河南三门峡经济开发区,
41120209,411202,磁钟乡,
41120210,411202,湖滨街道,
41120211,411202,大安街道,
411221,4112,渑池县,
41122101,411221,张村镇,
41122102,411221,南村乡,
41122103,411221,段村乡,
41122104,411221,坡头乡,
41122105,411221,陈村乡,
41122106,411221,天池镇,
41122107,411221,仁村乡,
41122108,411221,仰韶镇,
41122109,411221,洪阳镇,
41122110,411221,城关镇,
41122111,411221,果园乡,
41122112,411221,英豪镇,
411203,4112,陕州区,
41120301,411203,张汴乡,
41120302,411203,观音堂镇,
41120303,411203,西李村乡,
41120304,411203,张湾乡,
41120305,411203,菜园乡,
41120306,411203,宫前乡,
41120307,411203,张茅乡,
41120308,411203,西张村镇,
41120309,411203,大营镇,
41120310,411203,店子乡,
41120311,411203,硖石乡,
41120312,411203,王家后乡,
41120313,411203,原店镇,
411282,4112,灵宝市,
41128201,411282,涧西区管委会,
41128202,411282,焦村镇,
41128203,411282,苏村乡,
41128204,411282,故县镇,
41128205,411282,函谷关镇,
41128206,411282,城关镇,
41128207,411282,川口乡,
41128208,411282,大王镇,
41128209,411282,阳平镇,
41128210,411282,五亩乡,
41128211,411282,涧东区管委会,
41128212,411282,阳店镇,
41128213,411282,灵宝市园艺场,
41128214,411282,寺河乡,
41128215,411282,尹庄镇,
41128216,411282,朱阳镇,
41128217,411282,豫灵镇,
41128218,411282,西阎乡,
4111,41,漯河市,
411121,4111,舞阳县,
41112101,411121,保和乡,
41112102,411121,北舞渡镇,
41112103,411121,太尉镇,
41112104,411121,吴城镇,
41112105,411121,侯集镇,
41112106,411121,舞泉镇,
41112107,411121,姜店乡,
41112108,411121,孟寨镇,
41112109,411121,辛安镇,
41112110,411121,莲花镇,
41112111,411121,九街乡,
41112112,411121,马村乡,
41112113,411121,章化乡,
41112114,411121,文峰乡,
411102,4111,源汇区,
41110201,411102,阴阳赵镇,
41110202,411102,干河陈街道,
41110203,411102,大刘镇,
41110204,411102,老街街道,
41110205,411102,空冢郭镇,
41110206,411102,马路街街道,
41110207,411102,顺河街街道,
41110208,411102,问十乡,
411122,4111,临颍县,
41112201,411122,瓦店镇,
41112202,411122,台陈镇,
41112203,411122,皇帝庙乡,
41112204,411122,窝城镇,
41112205,411122,王孟乡,
41112206,411122,大郭镇,
41112207,411122,杜曲镇,
